Company_id,State_id,Company Name,Rating,Size,Founded,Type of ownership,Industry,Sector,Revenue,Headquarter
824,824,U.S. Cellular,3.5,5001 to 10000 employees,1983.0,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,3500000000.0,IL
825,825,Motorola Solutions,3.7,10000+ employees,1928.0,Company - Public,Computer Hardware & Software,Information Technology,7500000.0,IL
827,827,Kairos Technologies,4.0,51 to 200 employees,2003.0,Company - Private,IT Services,Information Technology,7500000.0,TX
828,828,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
829,829,Ann & Robert H. Lurie Children's Hospital of Chicago,3.8,1001 to 5000 employees,2012.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,250500000.0,IL
830,830,Advocate Aurora Health,3.6,10000+ employees,2018.0,Hospital,Health Care Services & Hospitals,Health Care,10000000000.0,WI
833,833,ServiceNow,3.7,10000+ employees,2004.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,3500000000.0,CA
834,834,Acumen Solutions,4.4,501 to 1000 employees,1999.0,Company - Private,Consulting,Business Services,300000000.0,VA
835,835,Pierce Washington,4.7,1 to 50 employees,2005.0,Company - Private,Consulting,Business Services,7500000.0,CA
836,836,Sutoer,4.7,1 to 50 employees,0.0,Company - Private,Advertising & Marketing,Business Services,3000000.0,IL
839,839,Federal Reserve Bank of Chicago,3.5,1001 to 5000 employees,1914.0,Government,Federal Agencies,Government,3500000000.0,IL
841,841,True Value,3.4,1001 to 5000 employees,1948.0,Company - Private,Home Centers & Hardware Stores,Retail,1500000000.0,IL
842,842,Make Corporation,4.3,51 to 200 employees,0.0,Company - Private,Accounting,Accounting & Legal,17500000.0,IL
843,843,JPMorgan Chase & Co.,3.9,10000+ employees,1799.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
844,844,"SPINS, LLC",3.5,201 to 500 employees,1995.0,Company - Private,Consulting,Business Services,75000000.0,IL
845,845,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
846,846,Rexnord Corporation,3.1,5001 to 10000 employees,1892.0,Company - Public,Industrial Manufacturing,Manufacturing,3500000000.0,WI
849,849,ComPsych,3.1,501 to 1000 employees,1984.0,Company - Private,Consulting,Business Services,250500000.0,IL
851,851,Athletico,3.7,1001 to 5000 employees,0.0,Company - Private,Health Care Services & Hospitals,Health Care,17500000.0,IL
853,853,NJF Global Holdings,4.2,51 to 200 employees,2003.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,United Kingdom
856,856,Robert Half,3.5,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,3500000000.0,CA
859,859,Walgreens,3.0,10000+ employees,1901.0,Company - Public,Drug & Health Stores,Retail,10000000000.0,IL
860,860,SDI Presence LLC,4.0,51 to 200 employees,1996.0,Company - Private,IT Services,Information Technology,75000000.0,IL
861,861,CRS Group,4.7,51 to 200 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,17500000.0,IL
862,862,CultureFit Technology Staffing,5.0,1 to 50 employees,1997.0,Company - Private,Advertising & Marketing,Business Services,3000000.0,IL
863,863,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
864,864,Reyes Holdings,3.4,10000+ employees,1976.0,Company - Private,Wholesale,Business Services,37500000.0,IL
866,866,Empower Professionals,4.8,51 to 200 employees,2004.0,Company - Private,Consulting,Business Services,37500000.0,NJ
867,867,Equity Residential,4.2,1001 to 5000 employees,1993.0,Company - Public,Real Estate,Real Estate,3500000000.0,IL
868,868,TEKsystems,3.9,1001 to 5000 employees,1983.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,MD
870,870,ICONMA,3.6,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,MI
872,872,RiverPoint,3.8,1 to 50 employees,1988.0,Company - Private,Accounting,Accounting & Legal,7500000.0,IL
873,873,CF Industries,3.3,1001 to 5000 employees,1946.0,Company - Public,Chemical Manufacturing,Manufacturing,7500000.0,IL
875,875,Harris & Harris,2.9,501 to 1000 employees,1968.0,Company - Private,Investment Banking & Asset Management,Finance,75000000.0,IL
876,876,Walgreens,3.0,10000+ employees,1901.0,Company - Public,Drug & Health Stores,Retail,10000000000.0,IL
877,877,"Ricondo & Associates, Inc.",4.5,51 to 200 employees,1989.0,Company - Private,Consulting,Business Services,75000000.0,IL
878,878,Maine Pointe,4.5,51 to 200 employees,2004.0,Company - Private,Consulting,Business Services,75000000.0,MA
880,880,Grainger,3.6,10000+ employees,1927.0,Company - Public,Wholesale,Business Services,10000000000.0,IL
881,881,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
882,882,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
883,883,Old World Industries,3.1,201 to 500 employees,1973.0,Company - Private,Chemical Manufacturing,Manufacturing,1500000000.0,IL
884,884,NetSource Inc.,3.2,1001 to 5000 employees,2007.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NJ
886,886,Applications Software Technology LLC,4.6,501 to 1000 employees,1995.0,Company - Private,IT Services,Information Technology,75000000.0,IL
887,887,Infinity Consulting Solutions,3.4,501 to 1000 employees,2001.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
888,888,Kraft Heinz Company,3.0,10000+ employees,2015.0,Company - Public,Food & Beverage Manufacturing,Manufacturing,10000000000.0,IL
889,889,Morningstar,4.0,5001 to 10000 employees,1984.0,Company - Public,Financial Analytics & Research,Finance,1500000000.0,IL
890,890,Creative Financial Staffing,4.5,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,75000000.0,MA
891,891,INTL FCStone,3.8,1001 to 5000 employees,1987.0,Company - Public,Brokerage Services,Finance,10000000000.0,NY
892,892,InvenTech Info,4.8,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,3000000.0,India
894,894,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
895,895,Exelon Corporation,3.9,10000+ employees,2000.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",10000000000.0,IL
896,896,William Blair,4.6,1001 to 5000 employees,1935.0,Company - Private,Investment Banking & Asset Management,Finance,1500000000.0,IL
897,897,APN Software Services Inc.,4.1,51 to 200 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,37500000.0,CA
898,898,Riskonnect,3.7,201 to 500 employees,2007.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,300000000.0,GA
899,899,Pegasus Knowledge Solutions,4.2,201 to 500 employees,0.0,Company - Private,Accounting,Accounting & Legal,3000000.0,IL
900,900,Ventas,3.5,201 to 500 employees,1998.0,Company - Public,Real Estate,Real Estate,3500000000.0,IL
901,901,"School Specialty, Inc.",2.7,1001 to 5000 employees,1959.0,Company - Public,Education Training Services,Education,250500000.0,WI
903,903,PeopleFind,4.7,1 to 50 employees,0.0,Company - Private,Staffing & Outsourcing,Business Services,3000000.0,Canada
906,906,UST Global,4.1,10000+ employees,1999.0,Company - Private,IT Services,Information Technology,1500000000.0,CA
907,907,Peterson Technology Partners,4.1,201 to 500 employees,1997.0,Contract,Computer Hardware & Software,Information Technology,37500000.0,IL
909,909,Guaranteed Rate,3.7,5001 to 10000 employees,2000.0,Company - Private,Lending,Finance,250500000.0,IL
910,910,LanceSoft Inc,3.8,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,VA
912,912,University of Chicago,4.0,10000+ employees,1890.0,College / University,Colleges & Universities,Education,3500000000.0,IL
916,916,HR Pundits,2.0,1 to 50 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,3000000.0,IL
917,917,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
918,918,The AZEK Company,3.5,1001 to 5000 employees,1983.0,Company - Private,Consumer Products Manufacturing,Manufacturing,250500000.0,IL
919,919,Solekai Systems Corp,4.2,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,CA
921,921,Solekai Systems Corp,4.2,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,CA
922,922,University of Chicago Medicine,3.6,1001 to 5000 employees,1986.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,1500000000.0,IL
923,923,Ascend Technologies,4.4,1 to 50 employees,1998.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,3000000.0,GA
924,924,Morningstar,4.0,5001 to 10000 employees,1984.0,Company - Public,Financial Analytics & Research,Finance,1500000000.0,IL
930,930,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
931,931,IBM,3.7,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,10000000000.0,NY
932,932,TECHNOCRAFT Solutions,3.4,1 to 50 employees,0.0,Company - Private,Advertising & Marketing,Business Services,3000000.0,OH
933,933,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
935,935,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
936,936,Rimini Street,3.3,1001 to 5000 employees,2005.0,Company - Public,IT Services,Information Technology,300000000.0,NV
937,937,"General Growth Properties, Inc.",3.9,1001 to 5000 employees,1986.0,Subsidiary or Business Segment,Real Estate,Real Estate,3500000000.0,IL
938,938,Park Hudson International,3.8,1 to 50 employees,2002.0,Company - Private,Staffing & Outsourcing,Business Services,37500000.0,NY
939,939,BCforward,2.8,1001 to 5000 employees,1998.0,Company - Private,IT Services,Information Technology,1000000.0,IN
940,940,Bosch Group,4.0,10000+ employees,1886.0,Company - Private,Miscellaneous Manufacturing,Manufacturing,10000000000.0,MI
942,942,"Unicorn Technologies, LLC",4.4,1 to 50 employees,0.0,Company - Private,Education Training Services,Education,3000000.0,GA
943,943,JENSEN HUGHES,3.2,1001 to 5000 employees,1980.0,Company - Private,Architectural & Engineering Services,Business Services,300000000.0,MD
944,944,Apex Systems,3.8,1001 to 5000 employees,1995.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,3500000000.0,VA
945,945,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
946,946,HR Pundits,2.0,1 to 50 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,3000000.0,IL
947,947,Solekai Systems Corp,4.2,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,CA
948,948,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
949,949,KGS Technology Group Inc,3.7,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,3000000.0,GA
950,950,Walgreens,3.0,10000+ employees,1901.0,Company - Public,Drug & Health Stores,Retail,10000000000.0,IL
953,953,Lorven Technologies Inc,4.0,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,1000000.0,NJ
955,955,CNO Financial Group,2.7,1001 to 5000 employees,1979.0,Company - Public,Insurance Carriers,Insurance,3500000000.0,IN
959,959,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
960,960,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
961,961,Motorola Solutions,3.7,10000+ employees,1928.0,Company - Public,Computer Hardware & Software,Information Technology,7500000.0,IL
963,963,"Kranze Technology Solutions, Inc",5.0,51 to 200 employees,2008.0,Company - Private,Aerospace & Defense,Aerospace & Defense,17500000.0,IL
964,964,True Group,4.1,201 to 500 employees,2004.0,Company - Private,IT Services,Information Technology,17500000.0,IL
965,965,Strata Decision Technology,4.3,201 to 500 employees,1996.0,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,75000000.0,IL
966,966,Braviant Holdings,4.8,51 to 200 employees,2014.0,Company - Private,Lending,Finance,75000000.0,IL
967,967,Intone Networks Inc,4.4,201 to 500 employees,0.0,Company - Private,IT Services,Information Technology,17500000.0,NJ
968,968,"ServiceNow, Inc.",3.7,10000+ employees,2004.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,3500000000.0,CA
969,969,Exelon Corporation,3.9,10000+ employees,2000.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",10000000000.0,IL
970,970,"Evolent Health, Inc.",2.9,1001 to 5000 employees,2011.0,Company - Public,Health Care Services & Hospitals,Health Care,37500000.0,VA
971,971,PayPal,3.9,10000+ employees,1998.0,Company - Public,Internet,Information Technology,10000000000.0,CA
974,974,American Association of Nurse Anesthetists,2.8,51 to 200 employees,0.0,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,37500000.0,IL
976,976,G&A Partners,4.6,201 to 500 employees,1995.0,Company - Private,Consulting,Business Services,250500000.0,TX
979,979,TC Energy,4.0,5001 to 10000 employees,1951.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",10000000000.0,Canada
980,980,"Noah Consulting, Inc.",4.4,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,37500000.0,TX
981,981,HCSS,4.2,201 to 500 employees,1986.0,Company - Private,Computer Hardware & Software,Information Technology,75000000.0,TX
982,982,Reynolds and Reynolds,3.5,1001 to 5000 employees,1866.0,Company - Private,Computer Hardware & Software,Information Technology,3500000000.0,OH
984,984,Allegiance Bank,4.3,501 to 1000 employees,2007.0,Company - Public,Banks & Credit Unions,Finance,7500000.0,TX
985,985,MeadWestVaco,3.2,10000+ employees,2015.0,Company - Public,Miscellaneous Manufacturing,Manufacturing,10000000000.0,GA
986,986,Pattern Energy Group,3.8,201 to 500 employees,2009.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",300000000.0,CA
988,988,Genuent,3.5,201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,TX
989,989,Crossfire Consulting,5.0,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,7500000.0,NY
990,990,Arthur Lawrence,4.1,201 to 500 employees,2003.0,Company - Private,Consulting,Business Services,1000000.0,CA
992,992,Horne LLP,3.1,501 to 1000 employees,1962.0,Company - Private,Accounting,Accounting & Legal,75000000.0,MS
994,994,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
995,995,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
996,996,Willis Towers Watson,3.6,10000+ employees,1828.0,Company - Public,Consulting,Business Services,10000000000.0,United Kingdom
997,997,Genuine IT,4.3,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1000000.0,TX
999,999,National Aeronautics and Space Administration,4.5,10000+ employees,1958.0,Government,Federal Agencies,Government,10000000000.0,DC
1000,1000,Cenergy,3.5,51 to 200 employees,0.0,Company - Private,Construction,"Construction, Repair & Maintenance",17500000.0,WV
1001,1001,Wolters Kluwer,3.2,10000+ employees,1836.0,Company - Public,Consulting,Business Services,3500000000.0,Netherlands
1004,1004,Murphy Oil,2.8,1001 to 5000 employees,1907.0,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",7500000.0,AR
1005,1005,Energy Transfer Family of Partnerships,3.7,10000+ employees,1995.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",10000000000.0,TX
1007,1007,EAG Services,4.6,1 to 50 employees,0.0,Company - Private,Consulting,Business Services,3000000.0,TX
1009,1009,Universal Weather and Aviation,3.5,1001 to 5000 employees,1959.0,Company - Private,Transportation Management,Transportation & Logistics,1500000000.0,TX
1014,1014,Phillips ,3.9,10000+ employees,2012.0,Company - Public,Energy,"Oil, Gas, Energy & Utilities",10000000000.0,TX
1015,1015,"SCI Shared Resources, LLC",3.7,10000+ employees,1962.0,Company - Public,Funeral Services,Consumer Services,3500000000.0,TX
1017,1017,Kairos Technologies,4.0,51 to 200 employees,2003.0,Company - Private,IT Services,Information Technology,7500000.0,TX
1018,1018,Baker Hughes,3.5,10000+ employees,0.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",7500000.0,TX
1019,1019,Power Costs Inc,3.4,201 to 500 employees,1992.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,OK
1020,1020,Crossfire Consulting,5.0,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,7500000.0,NY
1021,1021,"Pyramid Consulting, Inc",3.7,1001 to 5000 employees,1996.0,Company - Private,Computer Hardware & Software,Information Technology,300000000.0,GA
1022,1022,Berkley,3.3,5001 to 10000 employees,1967.0,Company - Public,Insurance Carriers,Insurance,7500000.0,CT
1023,1023,Amazon,3.9,10000+ employees,1994.0,Company - Public,Internet,Information Technology,10000000000.0,WA
1024,1024,Cenergy International,3.2,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,17500000.0,TX
1025,1025,Virtus Partners LLC,2.8,201 to 500 employees,2005.0,Company - Private,Investment Banking & Asset Management,Finance,17500000.0,TX
1026,1026,eTeam Inc.,3.7,51 to 200 employees,1999.0,Company - Private,Staffing & Outsourcing,Business Services,75000000.0,NJ
1027,1027,Streebo,4.1,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,3000000.0,TX
1028,1028,iland Internet Solutions Corporation,3.7,51 to 200 employees,1995.0,Company - Private,IT Services,Information Technology,37500000.0,TX
1030,1030,Diversant LLC,3.8,1001 to 5000 employees,2005.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NJ
1031,1031,N.F. Smith & Associates,4.1,201 to 500 employees,1984.0,Company - Private,Wholesale,Business Services,1500000000.0,TX
1032,1032,HCL Technologies,3.5,10000+ employees,1991.0,Company - Public,Computer Hardware & Software,Information Technology,7500000.0,India
1033,1033,JPMorgan Chase,3.9,10000+ employees,1799.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
1034,1034,Harris County,3.2,5001 to 10000 employees,1966.0,Government,Health Care Services & Hospitals,Health Care,300000000.0,TX
1036,1036,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
1037,1037,Kelly,3.4,5001 to 10000 employees,1946.0,Company - Public,Staffing & Outsourcing,Business Services,7500000.0,MI
1040,1040,Lionbridge,3.3,5001 to 10000 employees,1996.0,Company - Private,IT Services,Information Technology,250500000.0,MA
1043,1043,HealthHelp,2.5,201 to 500 employees,1999.0,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,75000000.0,TX
1044,1044,Ongig,4.8,1 to 50 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,1000000.0,CA
1045,1045,McLane Global,4.0,51 to 200 employees,1955.0,Company - Private,Wholesale,Business Services,300000000.0,TX
1046,1046,Capgemini,3.8,10000+ employees,1967.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,10000000000.0,France
1049,1049,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
1052,1052,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
1055,1055,Streebo,4.1,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,3000000.0,TX
1056,1056,Aramark,3.2,10000+ employees,1959.0,Company - Public,Building & Personnel Services,Business Services,10000000000.0,PA
1057,1057,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
1058,1058,Zolon Tech,4.0,201 to 500 employees,1998.0,Company - Private,IT Services,Information Technology,37500000.0,VA
1059,1059,KGS Technology Group Inc,3.7,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,3000000.0,GA
1061,1061,Ignite Fueling Innovation,3.8,51 to 200 employees,2001.0,Company - Private,IT Services,Information Technology,17500000.0,AL
1062,1062,American International Group,3.2,10000+ employees,1919.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,NY
1063,1063,Sharpedge Solutions Inc,4.7,Unknown,0.0,Company - Private,Publishing,Media,1000000.0,IL
1064,1064,Pareto Systems,4.3,1 to 50 employees,2012.0,Company - Private,IT Services,Information Technology,3000000.0,TX
1065,1065,Imetris Corporation,4.2,1 to 50 employees,2000.0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,1000000.0,MI
1066,1066,Smith and Associates,3.0,1 to 50 employees,0.0,Self-employed,Legal,Accounting & Legal,3000000.0,MD
1070,1070,Icon Consultants,3.8,1001 to 5000 employees,1998.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,TX
1071,1071,Sysco,3.3,10000+ employees,1969.0,Company - Public,Wholesale,Business Services,10000000000.0,TX
1072,1072,Allegiance Bank,4.3,501 to 1000 employees,2007.0,Company - Public,Banks & Credit Unions,Finance,7500000.0,TX
1073,1073,Diverse Lynx,3.9,501 to 1000 employees,2002.0,Company - Private,IT Services,Information Technology,300000000.0,NJ
1074,1074,University of Houston,4.4,10000+ employees,0.0,College / University,Colleges & Universities,Education,250500000.0,TX
1075,1075,HealthHelp,2.5,201 to 500 employees,1999.0,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,75000000.0,TX
1077,1077,Crown Castle USA Inc,3.6,1001 to 5000 employees,1994.0,Company - Public,Telecommunications Services,Telecommunications,3500000000.0,TX
1078,1078,degrees,4.0,51 to 200 employees,2007.0,Company - Private,Building & Personnel Services,Business Services,37500000.0,CA
1079,1079,Techpoint LLC,4.6,1 to 50 employees,2015.0,Company - Private,IT Services,Information Technology,1000000.0,VA
1080,1080,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
1081,1081,Mondo,3.8,51 to 200 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,NY
1082,1082,HIIG Service Company,2.5,201 to 500 employees,2007.0,Company - Private,Insurance Carriers,Insurance,250500000.0,TX
1083,1083,Halliburton,3.5,10000+ employees,1919.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",10000000000.0,TX
1084,1084,Icon Consultants,3.8,1001 to 5000 employees,1998.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,TX
1086,1086,LanceSoft Inc,3.8,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,300000000.0,VA
1088,1088,Citi,3.7,10000+ employees,1812.0,Company - Public,Investment Banking & Asset Management,Finance,10000000000.0,NY
1089,1089,Argo Group US,3.5,1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,1500000000.0,Bermuda
1092,1092,Lorven Technologies Inc,4.0,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal,1000000.0,NJ
1093,1093,Arthur Lawrence,4.1,201 to 500 employees,2003.0,Company - Private,Consulting,Business Services,1000000.0,CA
1094,1094,Nabors Corporate Services Inc,3.1,10000+ employees,0.0,Company - Public,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",3500000000.0,Bermuda
1095,1095,Atrilogy,4.9,51 to 200 employees,2000.0,Company - Private,IT Services,Information Technology,37500000.0,CA
1096,1096,GoExpedi,3.2,51 to 200 employees,2017.0,Company - Private,Oil & Gas Exploration & Production,"Oil, Gas, Energy & Utilities",37500000.0,TX
1097,1097,Kforce,4.1,10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,1500000000.0,FL
1098,1098,Andiamo,3.5,201 to 500 employees,0.0,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",3000000.0,MI
1101,1101,eNGINE,3.0,501 to 1000 employees,0.0,Company - Private,Advertising & Marketing,Business Services,300000000.0,NY
1103,1103,Horne LLP,3.1,501 to 1000 employees,1962.0,Company - Private,Accounting,Accounting & Legal,75000000.0,MS
1105,1105,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
1107,1107,Cenergy,3.5,51 to 200 employees,0.0,Company - Private,Construction,"Construction, Repair & Maintenance",17500000.0,WV
1108,1108,University of Houston,4.4,10000+ employees,0.0,College / University,Colleges & Universities,Education,250500000.0,TX
1112,1112,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
1113,1113,COVETRUS INC,3.2,5001 to 10000 employees,2019.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,3500000000.0,ME
1114,1114,BBVA,3.6,10000+ employees,1857.0,Company - Private,Banks & Credit Unions,Finance,3500000000.0,Spain
1115,1115,"VMware, Inc.",4.2,10000+ employees,1998.0,Company - Public,Computer Hardware & Software,Information Technology,7500000.0,CA
1117,1117,Energy Transfer,3.7,10000+ employees,1995.0,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",10000000000.0,TX
1118,1118,HCL Technologies,3.5,10000+ employees,1991.0,Company - Public,Computer Hardware & Software,Information Technology,7500000.0,India
1122,1122,Centene Corporation,3.3,10000+ employees,1984.0,Company - Public,Insurance Carriers,Insurance,10000000000.0,MO
1123,1123,Cypress-Fairbanks ISD,4.0,10000+ employees,1939.0,School / School District,K-12 Education,Education,250500000.0,TX
1124,1124,"Staffigo Technical Services, LLC",5.0,51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,75000000.0,IL
1125,1125,National Aeronautics and Space Administration,4.5,10000+ employees,1958.0,Government,Federal Agencies,Government,10000000000.0,DC
1126,1126,HOUSTON COMMUNITY COLLEGE SYSTEM,3.7,1001 to 5000 employees,1971.0,College / University,Colleges & Universities,Education,75000000.0,TX
1127,1127,EAG Services,4.6,1 to 50 employees,0.0,Company - Private,Consulting,Business Services,3000000.0,TX
1128,1128,Tecnics Consulting Inc,3.4,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,3000000.0,TX
1129,1129,Ignite Fueling Innovation,3.8,51 to 200 employees,2001.0,Company - Private,IT Services,Information Technology,17500000.0,AL
1134,1134,Ascend Performance Materials,3.4,1001 to 5000 employees,2009.0,Company - Private,Chemical Manufacturing,Manufacturing,3500000000.0,TX
1136,1136,Collabera,4.1,10000+ employees,1991.0,Company - Private,IT Services,Information Technology,250500000.0,NJ
1137,1137,Reynolds and Reynolds,3.5,1001 to 5000 employees,1866.0,Company - Private,Computer Hardware & Software,Information Technology,3500000000.0,OH
1138,1138,Solekai Systems Corp,4.2,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,CA
1139,1139,Solekai Systems Corp,4.2,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,17500000.0,CA
1141,1141,PROLIM Global Corporation,3.3,201 to 500 employees,2005.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,37500000.0,MI
1142,1142,Ignite,3.0,51 to 200 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,7500000.0,TX
1143,1143,InvenTech Info,4.8,201 to 500 employees,2010.0,Company - Private,IT Services,Information Technology,3000000.0,India
1144,1144,MNK Infotech,2.5,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1000000.0,TX
1145,1145,Arthur Lawrence,4.1,201 to 500 employees,2003.0,Company - Private,Consulting,Business Services,1000000.0,CA
1149,1149,Ignite,3.0,51 to 200 employees,0.0,Company - Private,Computer Hardware & Software,Information Technology,7500000.0,TX
1150,1150,IBM,3.7,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,10000000000.0,NY
