Job_id,Job Title,Rating,Company_id,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Easy Apply,Min_Salary,Max_Salary,Avg_Salary,State_id,City,State,Headquarter
481,Business Systems Analyst,4.1,481,Kforce,10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,1  2  ,0.0,124000.0,186000.0,155000.0,481,Burbank,CA,FL
482,Salesforce Applications Analyst,3.9,482,BlackLine,501 to 1000 employees,2001.0,Company - Public,Computer Hardware & Software,Information Technology,100  500  ,0.0,124000.0,186000.0,155000.0,482,Woodland Hills,CA,CA
483,Jr. Business Analyst,5.0,483,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,124000.0,186000.0,155000.0,483,Los Angeles,CA,IL
484,Business Analyst (Media),3.9,484,IT Trailblazers,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,25  50  ,0.0,124000.0,186000.0,155000.0,484,Los Angeles,CA,NJ
485,Senior Business Analyst,3.8,485,"Login Consulting Services, Inc",51 to 200 employees,0.0,Company - Private,Consulting,Business Services,5  10  ,0.0,124000.0,186000.0,155000.0,485,Culver City,CA,CA
488,Business Analyst (0-2 yrs),5.0,488,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,124000.0,186000.0,155000.0,488,Los Angeles,CA,IL
490,Business Systems Analyst,3.3,490,PROLIM Global Corporation,201 to 500 employees,2005.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,25  50  ,0.0,124000.0,186000.0,155000.0,490,Hawthorne,CA,MI
492,Business Analyst -,3.3,492,AppleOne,1001 to 5000 employees,1964.0,Company - Private,Staffing & Outsourcing,Business Services,1  2  ,0.0,124000.0,186000.0,155000.0,492,Los Angeles,CA,CA
494,Business Systems Analyst,3.4,494,Siri InfoSolutions,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,10  25  ,0.0,124000.0,186000.0,155000.0,494,Brea,CA,NJ
496,Space Division Business Analyst,3.7,496,Management Consulting & Research,201 to 500 employees,1977.0,Company - Private,Aerospace & Defense,Aerospace & Defense,100  500  ,0.0,124000.0,186000.0,155000.0,496,El Segundo,CA,VA
497,AML Risk Model Validation and Business Analyst,3.3,497,"Sterling Bank and Trust, FSB",201 to 500 employees,1984.0,Company - Public,Banks & Credit Unions,Finance,50  100  ,0.0,124000.0,186000.0,155000.0,497,Alhambra,CA,MI
498,"Business Analyst - SQL and Web technologies including JavaScript, CSS and HTML",4.0,498,Prosum,201 to 500 employees,1996.0,Company - Private,IT Services,Information Technology,25  50  ,0.0,124000.0,186000.0,155000.0,498,Los Angeles,CA,CA
500,Urgent - Business Analyst (0 to 2 years),5.0,500,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,124000.0,186000.0,155000.0,500,Los Angeles,CA,IL
501,Mid-level Business Analyst,3.5,501,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,2  5  ,0.0,124000.0,186000.0,155000.0,501,Los Angeles,CA,CA
502,ISM Business Analyst/Developer,4.2,502,CyberCoders,201 to 500 employees,1999.0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,100  500  ,0.0,63000.0,79000.0,71000.0,502,Artesia,CA,CA
505,Federal - Sr Business Analyst,4.2,505,Solekai Systems Corp,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,10  25  ,0.0,63000.0,79000.0,71000.0,505,Los Angeles,CA,CA
508,Business Analyst / ERP Business Analyst,4.0,508,Two International Inc.,1 to 50 employees,0.0,Company - Private,Staffing & Outsourcing,Business Services,1  5  ,0.0,63000.0,79000.0,71000.0,508,Los Angeles,CA,NJ
509,Business Analyst Level-1,5.0,509,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,63000.0,79000.0,71000.0,509,Los Angeles,CA,IL
510,Portfolio Analyst,3.3,510,Wedbush Securities,501 to 1000 employees,1955.0,Company - Private,Investment Banking & Asset Management,Finance,100  500  ,0.0,63000.0,79000.0,71000.0,510,Los Angeles,CA,CA
511,"Sr. Business Analyst, Finance- IP Licensing",3.7,511,Turner Broadcasting,10000+ employees,2003.0,Subsidiary or Business Segment,TV Broadcast & Cable Networks,Media,10  ,0.0,63000.0,79000.0,71000.0,511,Burbank,CA,NY
512,BIDW Business Analyst,2.5,512,Enclipse,51 to 200 employees,0.0,Company - Private,IT Services,Information Technology,5  10  ,0.0,63000.0,79000.0,71000.0,512,Burbank,CA,MN
513,"Business Analyst (Epic/ Clarity, Teradata)",4.3,513,Q Analysts,201 to 500 employees,2003.0,Company - Private,Consulting,Business Services,25  50  ,0.0,63000.0,79000.0,71000.0,513,Pasadena,CA,CA
514,Data Analyst,4.3,514,"ConsultNet, LLC",201 to 500 employees,1996.0,Company - Private,Staffing & Outsourcing,Business Services,50  100  ,0.0,63000.0,79000.0,71000.0,514,Burbank,CA,UT
515,Business Systems Analyst with Sailpoint experience,4.5,515,TechLink Resources,1 to 50 employees,0.0,Company - Private,Consulting,Business Services, 1  ,0.0,63000.0,79000.0,71000.0,515,Los Angeles,CA,CA
516,Urgent - Business Analyst (0-2 yrs Required),5.0,516,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,63000.0,79000.0,71000.0,516,Los Angeles,CA,IL
517,PO Business Analyst,3.5,517,"The Judge Group, Inc.",1001 to 5000 employees,1970.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,63000.0,79000.0,71000.0,517,Los Angeles,CA,PA
518,Business Systems Analyst,3.4,518,First American Financial Corporation,10000+ employees,1889.0,Company - Public,Insurance Carriers,Insurance,5  10  ,0.0,63000.0,79000.0,71000.0,518,West Hills,CA,CA
519,Senior Business Analyst (ERP),4.2,519,University of Southern California,10000+ employees,1880.0,College / University,Colleges & Universities,Education,2  5  ,0.0,63000.0,79000.0,71000.0,519,Los Angeles,CA,CA
520,Business Analyst,3.0,520,MedPOINT Management,1 to 50 employees,1996.0,Company - Private,Health Care Services & Hospitals,Health Care,5  10  ,0.0,63000.0,79000.0,71000.0,520,Woodland Hills,CA,CA
521,Business System Analyst,3.4,521,Beckman Coulter Diagnostics,10000+ employees,1935.0,Subsidiary or Business Segment,Health Care Products Manufacturing,Manufacturing,2  5  ,0.0,63000.0,79000.0,71000.0,521,Brea,CA,CA
522,Organizational Change Management Analyst,4.2,522,University of Southern California,10000+ employees,1880.0,College / University,Colleges & Universities,Education,2  5  ,0.0,63000.0,79000.0,71000.0,522,Los Angeles,CA,CA
523,Business Intelligence Analyst,3.2,523,Farmers and Merchants Bank of Long Beach,501 to 1000 employees,0.0,Company - Public,Investment Banking & Asset Management,Finance,100  500  ,0.0,63000.0,79000.0,71000.0,523,Seal Beach,CA,CA
527,SharePoint Migration Business Analyst,2.6,527,"Tentek, Inc.",51 to 200 employees,1992.0,Company - Private,Consulting,Business Services,10  25  ,0.0,63000.0,79000.0,71000.0,527,Los Angeles,CA,CA
528,Microsoft Dynamics CRM Data Analyst,3.7,528,IBM,10000+ employees,1911.0,Company - Public,IT Services,Information Technology,10  ,0.0,63000.0,79000.0,71000.0,528,Los Angeles,CA,NY
529,Budget Analyst,3.8,529,Tecolote Research,501 to 1000 employees,1973.0,Company - Private,Aerospace & Defense,Aerospace & Defense,50  100  ,0.0,63000.0,79000.0,71000.0,529,El Segundo,CA,CA
531,"Business Analysis Manager, Finance",2.8,531, Cents Only,10000+ employees,1982.0,Company - Private,General Merchandise & Superstores,Retail,1  2  ,0.0,63000.0,79000.0,71000.0,531,Commerce,CA,CA
532,Senior Business Analyst,3.5,532,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,2  5  ,0.0,63000.0,79000.0,71000.0,532,North Hollywood,CA,CA
533,Business Systems Analyst with Sailpoint and IDM experience,4.5,533,TechLink Resources,1 to 50 employees,0.0,Company - Private,Consulting,Business Services, 1  ,0.0,63000.0,79000.0,71000.0,533,Los Angeles,CA,CA
534,"Sr. IT Business Analyst, Supply Chain",3.6,534,Pharmavite,1001 to 5000 employees,1971.0,Company - Private,Consumer Products Manufacturing,Manufacturing,1  2  ,0.0,102000.0,160000.0,131000.0,534,West Hills,CA,CA
537,Urgent - Business Analyst,5.0,537,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,102000.0,160000.0,131000.0,537,Los Angeles,CA,IL
538,Business Systems Analyst - Salesforce,4.6,538,VC,51 to 200 employees,2000.0,Company - Private,Consulting,Business Services,10  25  ,0.0,102000.0,160000.0,131000.0,538,Los Angeles,CA,CA
543,IT Business Analyst (Financial Systems),3.7,543,"iSpace, Inc",51 to 200 employees,2000.0,Company - Private,IT Services,Information Technology,5  10  ,0.0,102000.0,160000.0,131000.0,543,Los Angeles,CA,CA
546,Salesforce Functional Business Analyst with Media,4.0,546,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,102000.0,160000.0,131000.0,546,Los Angeles,CA,NJ
548,BIDW Business Analyst,3.4,548,Disys,1001 to 5000 employees,1994.0,Company - Private,IT Services,Information Technology,100  500  ,0.0,102000.0,160000.0,131000.0,548,Burbank,CA,VA
549,Business System Analyst,5.0,549,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,102000.0,160000.0,131000.0,549,Los Angeles,CA,IL
552,SAP Finance Business Analyst,4.0,552,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,102000.0,160000.0,131000.0,552,Los Angeles,CA,NJ
553,"Senior Analyst, Strategic Analysis",3.3,553,Beachbody,501 to 1000 employees,1998.0,Company - Private,"Health, Beauty, & Fitness",Consumer Services,500   1  ,0.0,102000.0,160000.0,131000.0,553,Santa Monica,CA,CA
555,Project Analyst,3.1,555,Hawker Pacific Aerospace,201 to 500 employees,2002.0,Subsidiary or Business Segment,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",25  50  ,0.0,102000.0,160000.0,131000.0,555,Sun Valley,CA,CA
556,Data Analyst,5.0,556,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,102000.0,160000.0,131000.0,556,Los Angeles,CA,IL
557,Rapid Response Kinaxis Business Analyst,3.9,557,IT Trailblazers,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,25  50  ,0.0,102000.0,160000.0,131000.0,557,Los Angeles,CA,NJ
558,SAP FICO Analyst,4.0,558,Arlon Graphics,51 to 200 employees,1958.0,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,100  500  ,0.0,102000.0,160000.0,131000.0,558,Placentia,CA,CA
559,Entry Level Accenture Infrastructure Advisory Analyst,4.2,559,Solekai Systems Corp,1 to 50 employees,2002.0,Company - Private,Computer Hardware & Software,Information Technology,10  25  ,0.0,102000.0,160000.0,131000.0,559,El Segundo,CA,CA
560,Business Analyst (0-2 yrs Required),5.0,560,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,102000.0,160000.0,131000.0,560,Los Angeles,CA,IL
561,Business Systems Analyst (ServiceNow),4.0,561,Prosum,201 to 500 employees,1996.0,Company - Private,IT Services,Information Technology,25  50  ,0.0,102000.0,160000.0,131000.0,561,Rossmoor,CA,CA
562,Business Analyst-with IBM Sterling OMS Commerce,4.0,562,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,102000.0,160000.0,131000.0,562,Glendale,CA,NJ
563,Jr. Level Business Analyst,5.0,563,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,102000.0,160000.0,131000.0,563,Los Angeles,CA,IL
565,Entry level - Business Analyst,5.0,565,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,58000.0,68000.0,63000.0,565,Los Angeles,CA,IL
566,Business Analyst (0-2 yrs),5.0,566,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,58000.0,68000.0,63000.0,566,Los Angeles,CA,IL
567,"Analyst, Investment Accounting",3.5,567,Lincoln Financial,10000+ employees,1905.0,Company - Public,Insurance Carriers,Insurance,10  ,0.0,58000.0,68000.0,63000.0,567,Los Angeles,CA,PA
568,Business Intelligence Analyst,3.4,568,Casting Networks,51 to 200 employees,2002.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,10  25  ,0.0,58000.0,68000.0,63000.0,568,Los Angeles,CA,CA
569,Data Analyst,4.0,569,Swinerton Builders,1001 to 5000 employees,1888.0,Company - Private,Construction,"Construction, Repair & Maintenance",2  5  ,0.0,58000.0,68000.0,63000.0,569,Los Angeles,CA,CA
572,"Sr. Business Analyst, Content & Information Security",3.3,572,The Walt Disney Studios,1001 to 5000 employees,0.0,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,50  100  ,0.0,58000.0,68000.0,63000.0,572,Glendale,CA,CA
574,Supply Chain Business Analyst,4.0,574,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,58000.0,68000.0,63000.0,574,Burbank,CA,NJ
575,Data Analyst,4.5,575,HireTalent,201 to 500 employees,1997.0,Company - Private,Staffing & Outsourcing,Business Services,25  50  ,0.0,58000.0,68000.0,63000.0,575,Los Angeles,CA,NY
576,MBA Sector Analyst (Entry Level),3.8,576,Bentley Systems,1001 to 5000 employees,1984.0,Company - Private,Computer Hardware & Software,Information Technology,500   1  ,0.0,58000.0,68000.0,63000.0,576,Los Angeles,CA,PA
578,Business Intelligence Analyst,3.4,578,"EMINENT, INC.",1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1  5  ,0.0,34000.0,64000.0,49000.0,578,Cerritos,CA,NY
580,Lead Business Intelligence Analyst - Nutrition Portfolio,3.5,580,Amway Corp,10000+ employees,1959.0,Company - Private,Consumer Products Manufacturing,Manufacturing,5  10  ,0.0,34000.0,64000.0,49000.0,580,Buena Park,CA,MI
581,Systems Analyst,4.1,581,Kforce,10000+ employees,1966.0,Company - Public,Staffing & Outsourcing,Business Services,1  2  ,0.0,34000.0,64000.0,49000.0,581,Los Angeles,CA,FL
582,Data Analyst,3.7,582,"iSpace, Inc.",51 to 200 employees,2000.0,Company - Private,IT Services,Information Technology,5  10  ,0.0,34000.0,64000.0,49000.0,582,Glendale,CA,CA
584,Junior Data Analyst,5.0,584,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,34000.0,64000.0,49000.0,584,Los Angeles,CA,IL
585,Research Operations Analyst,3.3,585,City of Hope,5001 to 10000 employees,1913.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100  500  ,0.0,34000.0,64000.0,49000.0,585,Duarte,CA,CA
586,Application Support Analyst (Temp / Direct Hire),3.7,586,Paul Hastings,1001 to 5000 employees,1951.0,Company - Private,Legal,Accounting & Legal,50  100  ,0.0,34000.0,64000.0,49000.0,586,Los Angeles,CA,CA
587,Project Analyst,3.5,587,"E Consulting Engineers, Inc.",201 to 500 employees,1988.0,Company - Private,Architectural & Engineering Services,Business Services,50  100  ,0.0,34000.0,64000.0,49000.0,587,Los Angeles,CA,CA
588,Business Analyst-Entry level,5.0,588,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,34000.0,64000.0,49000.0,588,Los Angeles,CA,IL
589,Senior Budget Analyst,4.2,589,University of California,10000+ employees,1868.0,College / University,Colleges & Universities,Education,5  10  ,0.0,34000.0,64000.0,49000.0,589,Los Angeles,CA,CA
590,RPA/UI Path Business Analyst,4.0,590,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,34000.0,64000.0,49000.0,590,Burbank,CA,NJ
592,"Business Analyst, Transaction Advisory Services (Operational Transaction Services - Supply Chain) (Manager) (Multiple Positions)",3.8,592,EY,10000+ employees,1989.0,Company - Private,Accounting,Accounting & Legal,10  ,0.0,34000.0,64000.0,49000.0,592,Los Angeles,CA,United Kingdom
593,Data Analyst,3.2,593,Activision Publishing,1001 to 5000 employees,1979.0,Subsidiary or Business Segment,Video Games,Media,500   1  ,0.0,34000.0,64000.0,49000.0,593,Santa Monica,CA,CA
594,Jr. Data Analyst,3.8,594,Login Consulting Services,51 to 200 employees,0.0,Company - Private,Consulting,Business Services,5  10  ,0.0,48000.0,100000.0,74000.0,594,El Segundo,CA,CA
595,Data Analyst,3.4,595,Gilead Sciences,10000+ employees,1987.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10  ,0.0,48000.0,100000.0,74000.0,595,Santa Monica,CA,CA
601,Financial Analyst,3.6,601,LRW,501 to 1000 employees,1973.0,Company - Private,Advertising & Marketing,Business Services,100  500  ,0.0,48000.0,100000.0,74000.0,601,Los Angeles,CA,CA
603,Strategic Planning Analyst,3.6,603,ViacomCBS Inc.,10000+ employees,2019.0,Company - Public,Motion Picture Production & Distribution,Media,10  ,0.0,48000.0,100000.0,74000.0,603,Los Angeles,CA,NY
605,Jr.Business Analyst,5.0,605,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,48000.0,100000.0,74000.0,605,Los Angeles,CA,IL
606,CS-Link Ambulatory Application Analyst,3.9,606,Cedars-Sinai,10000+ employees,1902.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,2  5  ,0.0,48000.0,100000.0,74000.0,606,Los Angeles,CA,CA
607,Jr Business Analyst,5.0,607,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,48000.0,100000.0,74000.0,607,Los Angeles,CA,IL
609,Data Analyst,4.0,609,Lorven Technologies Inc,1 to 50 employees,0.0,Company - Private,Accounting,Accounting & Legal, 1  ,0.0,45000.0,85000.0,65000.0,609,Los Angeles,CA,NJ
612,Business Analyst - Behavioral Healthcare Billing,2.9,612,Streamline Healthcare,51 to 200 employees,2003.0,Company - Private,IT Services,Information Technology,10  25  ,0.0,45000.0,85000.0,65000.0,612,Los Angeles,CA,MI
614,"Marketing Data Analyst, Teleflora",3.6,614,The Wonderful Company,5001 to 10000 employees,1980.0,Company - Private,Consumer Products Manufacturing,Manufacturing,2  5  ,0.0,45000.0,85000.0,65000.0,614,Los Angeles,CA,CA
615,Business Intelligence,3.5,615,CompQsoft,51 to 200 employees,1997.0,Company - Private,Consulting,Business Services,10  25  ,0.0,45000.0,85000.0,65000.0,615,Los Angeles,CA,TX
619,Management Analyst,3.7,619,City of Downey,1 to 50 employees,0.0,Government,Municipal Governments,Government,1  5  ,0.0,45000.0,85000.0,65000.0,619,Downey,CA,CA
620,LEAD BUSINESS ANALYST,3.5,620,HCL Technologies,10000+ employees,1991.0,Company - Public,Computer Hardware & Software,Information Technology,5  10  ,0.0,45000.0,85000.0,65000.0,620,Los Angeles,CA,India
621,Sr. Business Systems Analyst - Insurance,3.5,621,"Genuent Global, LLC",201 to 500 employees,2006.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,45000.0,85000.0,65000.0,621,Brea,CA,TX
623,PeopleSoft Financials Business Analyst,2.6,623,Delta Computer Consulting,51 to 200 employees,0.0,Contract,Computer Hardware & Software,Information Technology,10  25  ,0.0,45000.0,85000.0,65000.0,623,Torrance,CA,CA
625,Data Analyst,3.5,625,Robert Half,10000+ employees,1948.0,Company - Public,Staffing & Outsourcing,Business Services,2  5  ,0.0,45000.0,85000.0,65000.0,625,El Segundo,CA,CA
626,Data Analyst,3.4,626,Kite Pharma,1001 to 5000 employees,2008.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,10  25  ,0.0,45000.0,85000.0,65000.0,626,Santa Monica,CA,CA
627,Senior Business Analyst – Business Relationship Management,3.4,627,NTT DATA Services,10000+ employees,1967.0,Company - Public,IT Services,Information Technology,10  ,0.0,45000.0,85000.0,65000.0,627,Culver City,CA,Japan
628,Data Analyst,3.6,628,ICONMA,1001 to 5000 employees,2000.0,Company - Private,Staffing & Outsourcing,Business Services,100  500  ,0.0,45000.0,85000.0,65000.0,628,Culver City,CA,MI
630,MS Systems Analyst,3.3,630,Allscripts,5001 to 10000 employees,1986.0,Company - Public,Computer Hardware & Software,Information Technology,1  2  ,0.0,43000.0,81000.0,62000.0,630,Los Angeles,CA,IL
631,Sr. Specialist of Business Operation Analyst,2.7,631,Newegg,1001 to 5000 employees,2000.0,Company - Private,Other Retail Stores,Retail,2  5  ,0.0,43000.0,81000.0,62000.0,631,City of Industry,CA,CA
633,Strategic Planning & Business Development Analyst - Strategy - Full Time 8 Hour Days (Exempt) (Non-U,4.2,633,University of Southern California,10000+ employees,1880.0,College / University,Colleges & Universities,Education,2  5  ,0.0,43000.0,81000.0,62000.0,633,Los Angeles,CA,CA
636,Senior Business Analyst - BRM,3.7,636,iSpace Inc.,51 to 200 employees,2000.0,Company - Private,IT Services,Information Technology,5  10  ,0.0,43000.0,81000.0,62000.0,636,Culver City,CA,CA
637,Quality Assurance Analyst,4.2,637,University of Southern California,10000+ employees,1880.0,College / University,Colleges & Universities,Education,2  5  ,0.0,43000.0,81000.0,62000.0,637,Los Angeles,CA,CA
638,"Engineer, IT (Business Systems Analyst)",2.7,638,EMCORE Corporation,501 to 1000 employees,1984.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,50  100  ,0.0,43000.0,81000.0,62000.0,638,Alhambra,CA,CA
639,Power BI Analyst,3.7,639,Infinite Solutions Inc.,1 to 50 employees,0.0,Company - Private,IT Services,Information Technology,1  5  ,0.0,43000.0,81000.0,62000.0,639,Los Angeles,CA,CA
641,Business Analyst - Fresher,5.0,641,"Staffigo Technical Services, LLC",51 to 200 employees,2008.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,43000.0,81000.0,62000.0,641,Los Angeles,CA,IL
643,"Analyst, Business (Enrollment Accounting)",3.1,643,Molina Healthcare,10000+ employees,1980.0,Company - Public,Insurance Carriers,Insurance,10  ,0.0,43000.0,81000.0,62000.0,643,Long Beach,CA,CA
645,Business Financial Analyst,4.5,645,Creative Financial Staffing,201 to 500 employees,1994.0,Company - Private,Staffing & Outsourcing,Business Services,50  100  ,0.0,43000.0,81000.0,62000.0,645,El Segundo,CA,MA
647,IT Business Systems Analyst,3.7,647,Littelfuse,10000+ employees,1927.0,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,1  2  ,1.0,45000.0,73000.0,59000.0,647,Chicago,IL,IL
649,"Analyst, Asset Management",3.9,649,LaSalle Investment,501 to 1000 employees,1980.0,Company - Private,Investment Banking & Asset Management,Finance,10  25  ,0.0,45000.0,73000.0,59000.0,649,Chicago,IL,IL
650,Revenue Analyst,4.5,650,Sidley Austin LLP,1001 to 5000 employees,1866.0,Company - Private,Legal,Accounting & Legal,1  2  ,0.0,45000.0,73000.0,59000.0,650,Chicago,IL,IL
653,Summer Intern - Investment Banking Summer Analyst,3.7,653,Mesirow Financial,501 to 1000 employees,1937.0,Company - Private,Investment Banking & Asset Management,Finance,100  500  ,0.0,45000.0,73000.0,59000.0,653,Chicago,IL,IL
654,Staff Business Intelligence Analyst,3.0,654,Kraft Heinz Company,10000+ employees,2015.0,Company - Public,Food & Beverage Manufacturing,Manufacturing,10  ,0.0,45000.0,73000.0,59000.0,654,Chicago,IL,IL
655,Data Analyst,3.9,655,Wintrust Financial,1001 to 5000 employees,1991.0,Company - Public,Banks & Credit Unions,Finance,500   1  ,0.0,45000.0,73000.0,59000.0,655,Chicago,IL,IL
657,Equity Analyst,3.2,657,Ritchie Bros.,1001 to 5000 employees,1958.0,Company - Public,Construction,"Construction, Repair & Maintenance",500   1  ,0.0,45000.0,73000.0,59000.0,657,Chicago,IL,Canada
658,"Sr. Financial Analyst in Chicago, IL at True Value",3.4,658,True Value,1001 to 5000 employees,1948.0,Company - Private,Home Centers & Hardware Stores,Retail,1  2  ,0.0,45000.0,73000.0,59000.0,658,Chicago,IL,IL
659,WIM Invest Research Analyst 1,3.6,659,Wells Fargo,10000+ employees,1852.0,Company - Public,Banks & Credit Unions,Finance,10  ,0.0,45000.0,73000.0,59000.0,659,Chicago,IL,CA
660,Research Analyst,3.5,660,Federal Reserve Bank of Chicago,1001 to 5000 employees,1914.0,Government,Federal Agencies,Government,2  5  ,1.0,45000.0,73000.0,59000.0,660,Chicago,IL,IL
661,Management Consultant,4.5,661,Maven Wave Partners,201 to 500 employees,2008.0,Company - Private,Consulting,Business Services,50  100  ,0.0,45000.0,73000.0,59000.0,661,Chicago,IL,IL
662,Senior Business Analyst,4.0,662,Morningstar,5001 to 10000 employees,1984.0,Company - Public,Financial Analytics & Research,Finance,1  2  ,0.0,45000.0,73000.0,59000.0,662,Chicago,IL,IL
663,Associate Business Analyst,3.7,663,Vizient,1001 to 5000 employees,1977.0,Company - Private,Health Care Services & Hospitals,Health Care,500   1  ,0.0,45000.0,73000.0,59000.0,663,Chicago,IL,TX
666,Business Analyst,3.5,666,Braintree,501 to 1000 employees,2007.0,Company - Public,Financial Transaction Processing,Finance,500   1  ,0.0,45000.0,73000.0,59000.0,666,Chicago,IL,IL
668,Senior Business Analyst - CRSO,3.5,668,Federal Reserve Bank of Chicago,1001 to 5000 employees,1914.0,Government,Federal Agencies,Government,2  5  ,1.0,45000.0,73000.0,59000.0,668,Chicago,IL,IL
669,Entry level Business Analyst,4.7,669,Cloudbigdata Technologies,1001 to 5000 employees,1998.0,Company - Private,IT Services,Information Technology,50  100  ,0.0,45000.0,73000.0,59000.0,669,Chicago,IL,TX
674,Business Analyst,4.2,674,Efficio,201 to 500 employees,2000.0,Company - Private,Consulting,Business Services,50  100  ,0.0,45000.0,73000.0,59000.0,674,Chicago,IL,United Kingdom
675,"Senior Analyst, Business Analytics",3.9,675,Upwork,201 to 500 employees,2014.0,Company - Public,Staffing & Outsourcing,Business Services,100  500  ,1.0,45000.0,73000.0,59000.0,675,Chicago,IL,CA
676,Senior Business Analyst,3.8,676,Heidrick & Struggles,1001 to 5000 employees,1953.0,Company - Public,Consulting,Business Services,500   1  ,0.0,45000.0,73000.0,59000.0,676,Chicago,IL,IL
677,Help Desk Analyst (Entry Level),3.2,677,BMO,10000+ employees,1882.0,Subsidiary or Business Segment,Banks & Credit Unions,Finance,2  5  ,0.0,74000.0,85000.0,79500.0,677,Chicago,IL,IL
679,Business Analyst,3.6,679,Foot Locker,10000+ employees,1974.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,5  10  ,0.0,74000.0,85000.0,79500.0,679,Chicago,IL,NY
680,Territory Business Manager,3.0,680,Primex Plastics,1001 to 5000 employees,1965.0,Subsidiary or Business Segment,Industrial Manufacturing,Manufacturing,100  500  ,1.0,74000.0,85000.0,79500.0,680,Chicago,IL,IN
682,Help Desk Analyst (Entry Level),3.7,682,BMO Financial Group,10000+ employees,1817.0,Company - Public,Banks & Credit Unions,Finance,10  ,0.0,74000.0,85000.0,79500.0,682,Chicago,IL,Canada
683,Business Analyst,3.7,683,Tecture,1 to 50 employees,2002.0,Company - Private,Internet,Information Technology,1  5  ,0.0,74000.0,85000.0,79500.0,683,Chicago,IL,IL
